time,seconds_elapsed,z,y,x
1761585608155583000,0.0855830078125,-0.08989595950245857,-0.12983400213718413,0.045735769128054375
1761585608165557000,0.095556884765625,-0.0905436097562313,-0.013661445605754852,0.029616335910931227
1761585608175529700,0.10552978515625,-0.1683084019601345,0.005413257220387459,-0.022911942901462316
1761585608185503700,0.115503662109375,-0.14072949016094208,0.015353636476397514,-0.07015007941648364
1761585608195477800,0.125477783203125,0.012698738053441046,0.06985095033943653,-0.08814670468233525
1761585608205450800,0.13545068359375,0.05025134685635566,0.12248656198382377,-0.060467328183352945
1761585608215424800,0.1454248046875,-0.013265139764547348,0.08433014206886291,-0.07195146628264337
1761585608225398800,0.155398681640625,0.07284604050219058,0.03885901522636413,-0.11064155468288808
1761585608235372800,0.165372802734375,0.15721651458144187,0.06430734473764896,-0.04040332205891609
1761585608245345800,0.175345703125,0.1334258891493082,0.027707506614923477,-0.015959529947675764
1761585608255319800,0.18531982421875,0.17633973272442816,0.017164485290646552,0.025057393964938817
1761585608265293800,0.1952939453125,0.27225334508121013,0.07114917345643043,0.027462409280054268
1761585608275267800,0.205267822265625,0.3102437607795,0.06809563110470772,0.01893657299708575
1761585608285240800,0.21524072265625,0.2549433138400316,0.044155368068814274,0.07965246911402792
1761585608295214800,0.22521484375,0.20502689802646637,0.040219197663664816,0.10356299459878354
1761585608305188900,0.23518896484375,0.1645996105700731,0.04774316342771053,0.07713339896518737
1761585608315161900,0.245161865234375,0.09038345075845718,0.022333996883034706,0.055254854232072825
1761585608325136000,0.255135986328125,0.10144552752077579,0.003201426389813423,0.006031060325168073
1761585608335109600,0.265109619140625,0.07612170117199421,0.01976151604652405,-0.02993588672149926
1761585608345083000,0.275082763671875,0.006432078874111175,-0.011259645161032675,-0.0462104739677161
1761585608355056600,0.285056640625,-0.05574994427263737,-0.05832417867481708,0.0034568624556064603
1761585608365030700,0.29503076171875,-0.0831453161984682,-0.06654840166270733,0.04086564234104007
1761585608375004700,0.305004638671875,-0.03995557829141617,-0.04368015177249908,0.0045321635369211435
1761585608384978000,0.31497802734375,0.006035773032903671,0.0035498014360666272,-0.02904551375303417
1761585608394952000,0.324951904296875,-0.0438186834603548,0.07100830368101596,-0.02206380163952708
1761585608404925700,0.33492578125,-0.11366788023412228,0.11891747132539748,0.018833258753083646
1761585608414899700,0.344899658203125,-0.019134908580780027,0.15696926182210444,0.01599840065333992
1761585608424873000,0.354873046875,0.016010639080405235,0.13526245692670344,-0.018898615606874225
1761585608434847000,0.364846923828125,-0.034621231526136394,0.09211597363948822,0.0073612860156223175
1761585608444821000,0.374821044921875,-0.018902268868684766,0.025496260306239128,0.03327818288672715
1761585608454794000,0.3847939453125,-0.07519640302062035,0.03547463348507881,0.026048889220319688
1761585608464768000,0.39476806640625,-0.11183540410995482,0.022813304832577704,0.0247291849238798
1761585608474742000,0.404741943359375,-0.1410556533753872,0.004992985981702804,0.05692760974988341
1761585608484716000,0.414716064453125,-0.18270166897177695,-0.012156886261701583,0.07091291701514274
1761585608494688800,0.424688720703125,-0.21157529675662518,0.002509352472424507,0.07581826124601065
1761585608504662800,0.434662841796875,-0.19277824182808398,0.026256723284721374,0.06394410091582685
1761585608514636500,0.444636474609375,-0.09276654650270938,0.07037292838692664,0.08975519932489842
1761585608524609500,0.454609619140625,-0.06484042870104313,0.053875967094302174,0.12311565366759895
1761585608534583600,0.46458349609375,-0.14930208819508553,-0.019262334352731704,0.11604377905260771
1761585608544557600,0.4745576171875,-0.12135726569294929,-0.02265022322535515,0.07704886248689144
1761585608554531600,0.484531494140625,-0.024765607944130897,0.04253390434682369,0.009148242497630417
1761585608564504300,0.49450439453125,-0.029880759000778197,0.09030512482523918,-0.05035440537203103
1761585608574478300,0.504478271484375,0.08924246402978897,0.04781564414203167,-0.1517371333222836
1761585608584452400,0.514452392578125,0.16749474748969076,0.006193009421229362,-0.1619876014407724
1761585608594425300,0.52442529296875,0.05838613799512386,0.0005623100578784942,-0.11765589042436331
1761585608604399400,0.5343994140625,0.05877250696420669,0.0082914430052042,-0.10071472902819514
1761585608614373400,0.544373291015625,0.20305238308310508,0.015635960549116135,-0.03182929925266653
1761585608624347400,0.554347412109375,0.1641086121827364,0.024572131198644636,0.04709723020698875
1761585608634320400,0.5643203125,0.1715577591449022,0.02725684023797512,0.12454681898187846
1761585608644294400,0.57429443359375,0.22600655769109726,0.05716565628945827,0.14468294049445538
1761585608654268400,0.584268310546875,0.16477321357131003,0.028949615630507467,0.08383271394073963
1761585608664241700,0.59424169921875,0.20113748937249182,0.00943652138710022,0.05499971042722463
1761585608674215700,0.604215576171875,0.07049275537431239,-0.007856558719277382,0.0441508014915511
1761585608684189400,0.614189453125,0.11326397560834885,-0.04058101671338081,0.04508972630947828
1761585608694163500,0.62416357421875,0.19032617250084877,0.0011053308933973312,0.13975973181333393
1761585608704136700,0.63413671875,-0.030067806005477902,-0.007643792751431465,0.10770688947048038
1761585608714110700,0.64411083984375,0.009457564175128936,0.002210077264904976,-0.02247654715888202
1761585608724084500,0.65408447265625,0.16952303844690322,0.0564671526312828,-0.13261954120248556
1761585608734057500,0.664057373046875,0.19856851566731928,0.03261924405395984,-0.1308861780712381
1761585608744031500,0.674031494140625,0.04913841717839241,0.005201075774431229,-0.03642415276225656
1761585608754005500,0.684005615234375,-0.0796422765135765,0.0440583374351263,0.006587123305350542
1761585608763979500,0.6939794921875,-0.040977322554588316,0.11913257538080214,0.023574936854839322
1761585608773952500,0.703952392578125,-0.015026304218173026,0.12937222984433172,0.029964674424566327
1761585608783926500,0.713926513671875,-0.07210077509284019,0.03058686144351959,0.03323116540722549
1761585608793900500,0.723900634765625,-0.07740706480741501,-0.021571195816993714,0.04422459738012403
1761585608803873500,0.73387353515625,-0.05543839410543441,-0.02509995446503162,0.03348225409146398
1761585608813847600,0.74384765625,-0.06231120248436928,-0.017654899156093598,-0.025854499159380793
1761585608823821600,0.753821533203125,-0.06340542746186256,0.03253331933617592,-0.07320902859568595
1761585608833795600,0.763795654296875,-0.09929857861995696,0.046400516647100445,-0.09515117661692202
1761585608843768600,0.7737685546875,-0.130192314055562,0.009669161099195479,-0.04748385490439832
1761585608853742600,0.78374267578125,-0.10910802497267723,-0.026546061620116232,0.03351743500269949
1761585608863716600,0.793716552734375,-0.052554363101720805,0.018029577687382697,0.1052483173372224
1761585608873689300,0.803689453125,-0.053910453885793685,0.058308396583795545,0.14650222834348678
1761585608883663400,0.813663330078125,-0.015810148072242736,0.005704933643341064,0.1204985665043816
1761585608893637400,0.823637451171875,0.05226327120065689,0.004222586131095886,0.057836431690491734
1761585608903611400,0.833611328125,0.05724924291968345,0.005285831448435783,0.018951259109564123
1761585608913584400,0.84358447265625,0.07054536234438419,-0.009139584267139435,-0.028497853275015948
1761585608923558400,0.853558349609375,0.11870587440133094,0.027381927922368047,-0.055538712674751876
