time,seconds_elapsed,z,y,x
1761585608155583000,0.0855830078125,0.003043264849111438,0.11119420826435089,0.17021504044532776
1761585608165557000,0.095556884765625,0.014265025965869427,0.09402214735746384,0.21961401402950287
1761585608175529700,0.10552978515625,0.03601003438234329,0.0723181962966919,0.23912014067173004
1761585608185503700,0.115503662109375,0.04798360541462898,0.0334664024412632,0.24092549085617065
1761585608195477800,0.125477783203125,0.051321253180503845,-0.02619750238955021,0.21189692616462708
1761585608205450800,0.13545068359375,0.05622919276356697,-0.07077376544475555,0.16649454832077026
1761585608215424800,0.1454248046875,0.05364405736327171,-0.08276332169771194,0.13441501557826996
1761585608225398800,0.155398681640625,0.04888498783111572,-0.07697760313749313,0.11891275644302368
1761585608235372800,0.165372802734375,0.040176283568143845,-0.05907871201634407,0.11312305182218552
1761585608245345800,0.175345703125,0.032714370638132095,-0.03766423463821411,0.11317791789770126
1761585608255319800,0.18531982421875,0.025232013314962387,0.0019234326900914311,0.11190461367368698
1761585608265293800,0.1952939453125,0.019394896924495697,0.02678084559738636,0.09450218826532364
1761585608275267800,0.205267822265625,0.02049051970243454,0.02379435859620571,0.0588407963514328
1761585608285240800,0.21524072265625,0.02236245572566986,0.022904863581061363,0.019947193562984467
1761585608295214800,0.22521484375,0.024906737729907036,0.02322799153625965,-0.017994539812207222
1761585608305188900,0.23518896484375,0.02396903932094574,0.013773238286376,-0.03531733527779579
1761585608315161900,0.245161865234375,0.023738529533147812,0.012160217389464378,-0.03671557083725929
1761585608325136000,0.255135986328125,0.023952648043632507,0.006372368894517422,-0.028260834515094757
1761585608335109600,0.265109619140625,0.02885596826672554,-0.012081783264875412,-0.012977603822946548
1761585608345083000,0.275082763671875,0.03634131699800491,-0.03295723721385002,0.006827259436249733
1761585608355056600,0.285056640625,0.04501206427812576,-0.049508240073919296,0.03625686466693878
1761585608365030700,0.29503076171875,0.04491192847490311,-0.05453309044241905,0.07449692487716675
1761585608375004700,0.305004638671875,0.03959327191114426,-0.0560750849545002,0.08526153862476349
1761585608384978000,0.31497802734375,0.0336885079741478,-0.06520254164934158,0.06813342124223709
1761585608394952000,0.324951904296875,0.01800648681819439,-0.06088608503341675,0.04250635579228401
1761585608404925700,0.33492578125,0.0016317747067660093,-0.03117399848997593,0.01678953878581524
1761585608414899700,0.344899658203125,-0.0026959427632391453,-0.026481684297323227,-0.005053204949945211
1761585608424873000,0.354873046875,0.003339579328894615,-0.05139954760670662,-0.01373005099594593
1761585608434847000,0.364846923828125,0.00584328081458807,-0.07858559489250183,-0.010263369418680668
1761585608444821000,0.374821044921875,0.00930778682231903,-0.08496812731027603,-0.003813193179666996
1761585608454794000,0.3847939453125,0.010648045688867569,-0.0516337975859642,0.007833771407604218
1761585608464768000,0.39476806640625,0.019282814115285873,-0.014023305848240852,0.022446269169449806
1761585608474742000,0.404741943359375,0.02515028975903988,0.0044036381877958775,0.03854002058506012
1761585608484716000,0.414716064453125,0.02208951860666275,0.00529260141775012,0.05245557054877281
1761585608494688800,0.424688720703125,0.010547498241066933,0.026162251830101013,0.06304022669792175
1761585608504662800,0.434662841796875,-0.005945991259068251,0.0417819581925869,0.07366783916950226
1761585608514636500,0.444636474609375,-0.008795160800218582,0.023443643003702164,0.05857045203447342
1761585608524609500,0.454609619140625,-0.01407833956182003,-0.016733339056372643,0.035251013934612274
1761585608534583600,0.46458349609375,-0.023949580267071724,-0.050379429012537,0.027493465691804886
1761585608544557600,0.4745576171875,-0.039894722402095795,-0.07322561740875244,0.02656189352273941
1761585608554531600,0.484531494140625,-0.04806133359670639,-0.07462713122367859,0.040422432124614716
1761585608564504300,0.49450439453125,-0.03789497911930084,-0.04562211036682129,0.05957482382655144
1761585608574478300,0.504478271484375,-0.016942787915468216,-0.036314062774181366,0.06106925755739212
1761585608584452400,0.514452392578125,0.0020641919691115618,-0.05122190713882446,0.04456005617976189
1761585608594425300,0.52442529296875,0.007085254415869713,-0.044886283576488495,0.029285980388522148
1761585608604399400,0.5343994140625,0.010796901769936085,-0.02740449272096157,0.019114304333925247
1761585608614373400,0.544373291015625,0.009193739853799343,-0.012009002268314362,-0.001718128565698862
1761585608624347400,0.554347412109375,0.010465399362146854,0.00481844786554575,-0.0035501173697412014
1761585608634320400,0.5643203125,-0.0000742936972528696,0.004567599855363369,-0.001162888016551733
1761585608644294400,0.57429443359375,-0.002381390193477273,0.01378320250660181,0.0039850021712481976
1761585608654268400,0.584268310546875,-0.0034863161854445934,0.019790228456258774,0.0047433883883059025
1761585608664241700,0.59424169921875,0.005823296494781971,0.008557280525565147,0.006033157464116812
1761585608674215700,0.604215576171875,0.012011522427201271,0.02497919648885727,0.024912480264902115
1761585608684189400,0.614189453125,0.004910469055175781,0.002072283299639821,0.02968992479145527
1761585608694163500,0.62416357421875,0.0011434440966695547,-0.0343572273850441,0.018755070865154266
1761585608704136700,0.63413671875,-0.012041600421071053,-0.016641881316900253,0.016079925000667572
1761585608714110700,0.64411083984375,-0.03029976226389408,0.03214719891548157,0.024665912613272667
1761585608724084500,0.65408447265625,-0.028095729649066925,0.053488705307245255,0.02497989870607853
1761585608734057500,0.664057373046875,-0.02107272669672966,0.03763875737786293,-0.009949839673936367
1761585608744031500,0.674031494140625,-0.02053716592490673,0.006783905439078808,-0.05339425429701805
1761585608754005500,0.684005615234375,-0.02973226085305214,-0.014008192345499992,-0.08918766677379608
1761585608763979500,0.6939794921875,-0.025854432955384254,-0.024902384728193283,-0.11268074065446854
1761585608773952500,0.703952392578125,-0.011993709951639175,-0.035034894943237305,-0.12492439150810242
1761585608783926500,0.713926513671875,0.003443036926910281,-0.04005229100584984,-0.10398955643177032
1761585608793900500,0.723900634765625,0.017919715493917465,-0.03258451819419861,-0.07391926646232605
1761585608803873500,0.73387353515625,0.021906467154622078,-0.016003677621483803,-0.042768269777297974
1761585608813847600,0.74384765625,0.01965142786502838,0.0006736363284289837,-0.020673532038927078
1761585608823821600,0.753821533203125,0.014195408672094345,0.0011924200225621462,-0.006654917262494564
1761585608833795600,0.763795654296875,0.010453663766384125,-0.016493376344442368,0.013049116358160973
1761585608843768600,0.7737685546875,0.007366527337580919,-0.03430965542793274,0.03670384734869003
1761585608853742600,0.78374267578125,-0.001071849255822599,-0.04190254211425781,0.0641481876373291
1761585608863716600,0.793716552734375,-0.0033437919337302446,-0.04373719170689583,0.08398447930812836
1761585608873689300,0.803689453125,0.0024337766226381063,-0.038021452724933624,0.10301905870437622
1761585608883663400,0.813663330078125,0.009364653378725052,-0.03185117244720459,0.10293836146593094
1761585608893637400,0.823637451171875,0.009810153394937515,-0.035762444138526917,0.09181854128837585
1761585608903611400,0.833611328125,0.007709984667599201,-0.03133946657180786,0.06759549677371979
1761585608913584400,0.84358447265625,-0.0015714638866484165,-0.012076335027813911,0.04831000417470932
1761585608923558400,0.853558349609375,-0.011107711121439934,0.0033660042099654675,0.02411651611328125
1761585608933532400,0.863532470703125,-0.015429580584168434,0.01005183532834053,0.006343161687254906
1761585608943505400,0.87350537109375,-0.013287067413330078,0.017181649804115295,-0.011825723573565483
1761585608953479400,0.8834794921875,-0.010812349617481232,0.02358194813132286,-0.025591231882572174
1761585608963453400,0.893453369140625,-0.01724068634212017,0.02797030471265316,-0.04705710709095001
1761585608973427500,0.903427490234375,-0.020995670929551125,0.02677818201482296,-0.07830048352479935
1761585608983400700,0.913400634765625,-0.020876361057162285,0.0166642963886261,-0.09798896312713623
1761585608993374500,0.92337451171875,-0.022479107603430748,0.020076297223567963,-0.09367220103740692
1761585609003348500,0.933348388671875,-0.021487345919013023,0.026219677180051804,-0.06849654018878937
1761585609013321500,0.943321533203125,-0.012103907763957977,0.019749300554394722,-0.042174164205789566
1761585609023295500,0.95329541015625,0.0011759442277252674,0.024830080568790436,-0.02649294026196003
1761585609033269500,0.96326953125,0.0028161120135337114,0.054266612976789474,-0.01015518605709076
1761585609043243500,0.973243408203125,-0.0005051163025200367,0.06091572716832161,-0.0007614176720380783
1761585609053216500,0.983216552734375,0.000389705877751112,0.04652640223503113,-0.0033654565922915936
1761585609063190500,0.9931904296875,0.00037532486021518707,0.04220648854970932,-0.0033920886926352978
1761585609073164500,1.00316455078125,0.0009110129904001951,0.044204726815223694,-0.004527570679783821
1761585609083137500,1.013137451171875,0.0015392526984214783,0.03930903598666191,-0.0026218132115900517
1761585609093111600,1.023111572265625,-0.0006519659655168653,0.01750469021499157,-0.0009925155900418758
1761585609103085600,1.03308544921875,-0.010529897175729275,-0.00019600882660597563,-0.007684773299843073
1761585609113059600,1.0430595703125,-0.0182536281645298,-0.027838310226798058,-0.022973421961069107
1761585609123032600,1.053032470703125,-0.02299298718571663,-0.04366707056760788,-0.025853365659713745
1761585609133006600,1.063006591796875,-0.02648293972015381,-0.011225189082324505,0.002380862133577466
1761585609142980600,1.072980712890625,-0.022718826308846474,0.021763652563095093,0.0339110903441906
1761585609152953300,1.082953369140625,-0.008249606937170029,0.04797368496656418,0.05661054328083992
1761585609162927400,1.09292724609375,0.0032773534767329693,0.05663268640637398,0.0648927092552185
1761585609172901400,1.1029013671875,0.009330312721431255,0.055181607604026794,0.06421545892953873
1761585609182875400,1.11287548828125,0.005913743749260902,0.04209509864449501,0.03539446368813515
1761585609192848400,1.122848388671875,0.006756228394806385,0.009421898983418941,0.0020870259031653404
1761585609202822400,1.132822509765625,0.010181053541600704,-0.02467881329357624,-0.02399464324116707
1761585609212796400,1.14279638671875,0.010172813199460506,-0.052083130925893784,-0.027424808591604233
1761585609222769400,1.152769287109375,0.004434766247868538,-0.047043897211551666,-0.006568527314811945
1761585609232743400,1.162743408203125,-0.0005061961710453033,-0.022955071181058884,0.022464988753199577
1761585609242717400,1.172717529296875,-0.00816384982317686,0.0011193716200068593,0.04313964024186134
1761585609252691500,1.18269140625,-0.014119085855782032,0.006387693341821432,0.04280800372362137
1761585609262664400,1.19266455078125,-0.01605040952563286,0.006965865846723318,0.03663106635212898
1761585609272638500,1.202638427734375,-0.022056307643651962,0.004714195616543293,0.017802294343709946
1761585609282612500,1.212612548828125,-0.015200264751911163,-0.031181486323475838,0.010210687294602394
1761585609292585700,1.222585693359375,-0.0040290746837854385,-0.006952835246920586,0.0670788362622261
1761585609302559500,1.2325595703125,-0.01890389621257782,0.06227630004286766,0.13782837986946106
1761585609312533500,1.242533447265625,-0.024759070947766304,0.1054145023226738,0.18182499706745148
