time,roll,pitch,yaw,roll_deg,pitch_deg,yaw_deg
0.0855830078125,-1.663566486214324,0.09653546692372655,0.0,-95.31533859948901,5.5310748280542885,0.0
0.095556884765625,-1.6656654693153676,0.09648047070593033,0.0009513190966743973,-95.4356014724481,5.527923776885382,0.054506569209640914
0.10552978515625,-1.6679777395641857,0.09619136536781028,0.0017068002534913994,-95.56808479879903,5.511359261176401,0.09779245099691623
0.115503662109375,-1.670344186637595,0.09574733386075755,0.0020872068290090813,-95.70367222854647,5.485918129851446,0.11958814227310403
0.125477783203125,-1.672477502861728,0.09521197440252858,0.001877136944464894,-95.82590224455608,5.455244292372516,0.10755202448592163
0.13545068359375,-1.674199238300723,0.09458232906872734,0.0012289792209003016,-95.9245504186486,5.4191682721555985,0.07041532246686337
0.1454248046875,-1.6756119235168963,0.09396488118267907,0.0004597479365951267,-96.00549131931585,5.383791114215758,0.02634161640674893
0.155398681640625,-1.6768646696617266,0.09339964306073376,-0.00025590778752766725,-96.07726838621592,5.3514053554083905,-0.014662436169865942
0.165372802734375,-1.678043764239008,0.09293887823948048,-0.000801797400015012,-96.1448255291409,5.325005475802478,-0.0459396070454228
0.175345703125,-1.6792038922112305,0.09257433611330229,-0.0011417922372887026,-96.21129596564431,5.304118750517742,-0.06541987627744247
0.18531982421875,-1.6803155669467174,0.09232641053104305,-0.0010952759838529485,-96.27499023617904,5.2899136610209645,-0.06275469127681285
0.1952939453125,-1.6812319045522806,0.09216334308091569,-0.0008074187191082172,-96.32749251358693,5.280570584352707,-0.04626168490475976
0.205267822265625,-1.6817952316799092,0.09198649575147516,-0.0005479483214002826,-96.35976878048528,5.270437978757605,-0.03139512620751416
0.21524072265625,-1.6819709926246982,0.09179026656624821,-0.0002951579602836123,-96.36983914082492,5.259194874626809,-0.01691130541394096
0.22521484375,-1.68176792691574,0.09156892076578589,-3.6271348144299595e-05,-96.35820433273778,5.2465126944473734,-0.0020781951659180373
0.23518896484375,-1.6814010292598043,0.0913467111292272,0.0001273906361677092,-96.33718264553943,5.2337810201054245,0.007298945801896357
0.245161865234375,-1.6810216644060518,0.0911248003672576,0.00027464649655759645,-96.31544664052382,5.2210664700160345,0.01573608511080457
